VALID,STEP,ACCOUNT_LOCATOR,PASSED,DORA_TIMESTAMP,LEARNER_SENT
true,DWW01,SAB80338,true,2024-09-11T21:25:40.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW01' as step ,( select count(*) from GARDEN_PLANTS.INFORMATION_SCHEMA.SCHEMATA where schema_name in ('FLOWERS','VEGGIES','FRUITS')) as actual ,3 as expected ,'Created 3 Garden Plant schemas' as description );"
true,DWW02,SAB80338,true,2024-09-11T21:27:53.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW02' as step ,( select count(*) from GARDEN_PLANTS.INFORMATION_SCHEMA.SCHEMATA where schema_name = 'PUBLIC') as actual , 0 as expected ,'Deleted PUBLIC schema.' as description );"
true,DWW03,SAB80338,true,2024-09-11T21:29:25.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW03' as step ,( select count(*) from GARDEN_PLANTS.INFORMATION_SCHEMA.TABLES where table_name = 'ROOT_DEPTH') as actual , 1 as expected ,'ROOT_DEPTH Table Exists' as description );"
true,DWW04,SAB80338,true,2024-09-11T21:34:03.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW04' as step ,( select count(*) as SCHEMAS_FOUND from UTIL_DB.INFORMATION_SCHEMA.SCHEMATA) as actual , 2 as expected , 'UTIL_DB Schemas' as description );"
false,DWW05,SAB80338,true,2024-09-11T21:35:22.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW05' as step ,( select row_count from GARDEN_PLANTS.INFORMATION_SCHEMA.TABLES where table_name = 'ROOT_DEPTH') as actual , 3 as expected ,'ROOT_DEPTH row count' as description );"
true,DWW05,SAB80338,true,2024-09-11T21:35:22.000,"select GRADER(step, (actual = expected), actual, expected, description) as graded_results from ( SELECT 'DWW05' as step ,( select row_count from GARDEN_PLANTS.INFORMATION_SCHEMA.TABLES where table_name = 'ROOT_DEPTH') as actual , 3 as expected ,'ROOT_DEPTH row count' as description );"
